city,state,lat,lon
Gustavus,AK,58.4284,-135.7615
Atmore,AL,31.067066666666665,-87.37886666666668
Hoover,AL,33.350293,-86.851123
Greenville,AL,31.81,-86.6229
Hueytown,AL,33.4512197,-86.9966606
WASILLA,AK,61.56923333333333,-149.4393
Leeds,AL,33.5283,-86.5748
CULLMAN,AL,34.167525,-86.85542500000001
Valdez,AK,61.101,-146.9
Sitka,AK,57.0514,-135.3166
Ketchikan,AK,55.457,-131.55795
Northport,AL,33.299600000000005,-87.57890000000002
Mobile,AL,30.67372272727272,-88.1530136363636
Opelika,AL,32.574675,-85.37135
Orange Beach,AL,30.281,-87.5815
Pelham,AL,33.2932,-86.768
Anniston,AL,33.694100000000006,-85.808025
Enterprise,AL,31.3193,-85.87285
Wetumpka,AL,32.57745,-86.15735000000001
Irondale,AL,33.5381601,-86.7072102
Arkadelphia,AR,34.0754,-93.14926666666668
Gulf Shores,AL,30.2685,-87.6944
Birmingham,AL,33.521697368421066,-86.8689736842104
Selma,AL,32.4182,-87.05423333333333
Shorter,AL,31.942300000000003,-85.51485
Tuscaloosa,AL,33.25175,-87.53621000000001
Huntsville,AL,34.72481666666667,-86.57349999999998
Cabot,AR,34.9457,-92.0318
Houston,AK,62.2804,-149.7152
Bella Vista,AR,36.46765,-94.26875
Fairbanks,AK,64.83989,-147.51057
Decatur,AL,34.547,-86.9474
Pinson,AL,33.7299,-86.6451
Fayetteville,AR,36.05822499999999,-94.213575
Jacksonville,AR,34.835449999999994,-92.2672
jonesboro,AR,35.812875,-90.70482500000001
Highfill,AR,36.2613983,-94.3574694
Pell City,AL,33.592600000000004,-86.3399
Hot Springs,AR,34.560425,-93.04385000000002
Maumelle,AR,34.8491,-92.4059
Greenland,AR,35.9282,-94.1529
Malvern,AR,34.3557,-92.8292
Hope,AR,33.88883333333333,-93.6855
England,AR,34.5575,-91.9484
Conway,AR,35.094275,-92.400425
Mayflower,AR,34.9669,-92.4001
Bryant,AR,34.6209,-92.57585
SILOAM SPRINGS,AR,36.18,-94.528
Russellville,AR,35.332175,-93.09259999999999
Rogers,AR,36.34173333333334,-94.12830000000001
Van Buren,AR,35.474199999999996,-94.3232
Bisbee,AZ,31.4086,-109.9117
Monette,AR,35.9002,-90.3437
Casa Grande,AZ,32.864875000000005,-111.72070000000001
Cave Creek,AZ,33.580799999999996,-112.06105
Cottonwood,AZ,34.7055,-112.0091
Eloy,AZ,32.7509,-111.5833
Farmington,AR,36.0436,-94.2539
Chino Valley,AZ,34.7757,-112.4731
Douglas,AZ,31.548766666666666,-109.63166666666666
Little Rock,AR,34.76839210526316,-92.33521842105264
Benson,AZ,31.9883,-110.2941
Humboldt,AZ,34.5189,-112.2523
Lakeside,AZ,34.1662,-109.9869
Litchfield Park,AZ,33.5098,-112.4135
Paradise Valley,AZ,33.5494,-111.9565
Lake Havasu City,AZ,34.76675,-114.11167499999999
Bullhead City,AZ,35.13015,-114.574
Hayden,AZ,33.29025,-110.8212
Nogales,AZ,31.480333333333334,-110.92070000000001
El Mirage,AZ,33.6082,-112.3241
Sahuarita,AZ,31.9452,-111.0002
Patagonia,AZ,31.5353,-110.6968
Mountain Home,AR,36.2838,-92.37395000000001
Wickenburg,AZ,33.585449999999994,-112.52375
San Luis,AZ,32.5401,-114.755
Avondale,AZ,33.454899999999995,-112.32655
Huachuca City,AZ,31.6639,-110.3334
Alhambra,CA,33.871271428571426,-118.25231428571429
Miami,AZ,33.4319,-110.8812
Chandler,AZ,33.28035555555556,-111.87044444444444
Avalon,CA,33.332,-118.3437
Avenal,CA,35.9877,-120.1227
Atherton,CA,37.4563,-122.2002
Holbrook,AZ,34.9085,-110.1434
Antioch,CA,37.97985,-121.79235
Banning,CA,33.9282,-116.8899
Beaumont,CA,33.9504,-116.9701
Pine Bluff,AR,34.204525000000004,-92.014275
Beverly Hills,CA,33.95808,-118.35727999999999
Surprise,AZ,33.56698,-112.35618
Scottsdale,AZ,33.52709333333333,-111.94547333333335
Brea,CA,33.915083333333335,-117.8737
Calimesa,CA,33.9946,-117.043
Mesa,AZ,33.47370999999999,-111.78591000000002
Campbell,CA,37.287166666666664,-121.95326666666666
Adelanto,CA,34.5841,-117.4242
Tombstone,AZ,31.7216,-110.0584
Brisbane,CA,37.6811,-122.4001
Ceres,CA,37.5833,-120.9496
CAPITOLA,CA,36.9767,-121.9555
City of Mill Valley,CA,37.981899999999996,-122.63745
Colton,CA,34.0315,-117.2874
Clayton,CA,37.9154,-121.91
COTATI,CA,38.394499999999994,-122.8474
Cudahy,CA,33.9620584,-118.1835395
Alameda,CA,37.75285,-122.25395
Oro Valley,AZ,32.4738,-110.9553
Big Bear Lake,CA,34.235,-116.9053
Prescott Valley,AZ,34.658566666666665,-112.29936666666667
Colfax,CA,39.0783,-120.9549
El Monte,CA,33.95569999999999,-118.13876
Arcadia,CA,33.957474999999995,-118.168825
Escondido,CA,33.078514285714284,-116.98151428571428
El Cerrito,CA,37.9156,-122.2985
Maricopa,AZ,32.98245,-111.99289999999999
Fillmore,CA,34.212900000000005,-118.9993
Glendale,AZ,33.490330769230766,-112.19717692307694
Fountain Valley,CA,33.7121,-117.93934999999999
Carson,CA,34.60505,-118.63765000000001
Eureka,CA,40.783166666666666,-124.16343333333334
Costa Mesa,CA,33.65616666666667,-117.9133
Chico,CA,39.75796666666667,-121.85621666666668
Greenfield,CA,36.3202,-121.2451
Half Moon Bay,CA,37.4791,-122.4459
Hanford,CA,36.20306666666667,-119.81283333333333
Albany,CA,37.89,-122.2954
Healdsburg,CA,38.6184,-122.862
Fort Bragg,CA,39.4402,-123.7703
Hemet,CA,33.74334999999999,-116.74199999999999
Hesperia,CA,34.56203333333334,-116.89236666666666
Tucson,AZ,32.14763333333333,-111.18054074074072
Carpinteria,CA,34.3332,-119.68345
Huntington Park,CA,33.9769,-118.2161
Irwindale,CA,34.1069927,-117.934214
Imperial Beach,CA,32.7976,-116.9804
Kingsburg,CA,36.508,-119.5433
Covina,CA,34.0313,-117.95391428571429
Jurupa Valley,CA,33.9798472,-117.4515754
La Habra,CA,33.927299999999995,-117.94976666666666
Kerman,CA,36.7306,-120.0724
La Mesa,CA,32.894425,-116.9306
Phoenix,AZ,33.41550874999998,-112.12909000000009
LA VERNE,CA,34.1159,-117.7708
Lynwood,CA,33.9241,-118.2013
Los Gatos,CA,37.19565,-121.97200000000001
Marana,AZ,32.4176,-111.20975
Irvine,CA,33.675578260869564,-117.79031739130436
Los Altos,CA,37.3085,-121.97243333333334
Brawley,CA,32.9792,-115.5296
Hidden Hills,CA,34.1696,-118.6077
Gonzales,CA,36.49,-121.4103
La Palma,CA,33.8491,-118.0398
Mill Valley,CA,37.981899999999996,-122.63745
Moorpark,CA,34.1554,-119.00569999999999
